1.025248366,0.393692972,1.258538305,-0.757713678,-0.103265165,-0.188649665,-1.917960617,0.475345132,1.48579602,-0.705329057
0.147680339,-1.088083081,-0.044958597,0.36426627,0.741704298,0.02130605,0.182034228,-1.240669008,-1.017515388,-1.548150976
0.476115929,0.999452823,0.377788183,0.924951564,0.557707835,0.569184522,-0.139255008,-0.601507963,0.041435442,0.691466084
-0.976519914,2.053966455,0.375981699,-1.391522346,0.372781415,-0.467565542,0.771960913,0.569364147,-0.985805855,1.828693712
1.340008566,-1.057080681,-0.418699528,-0.604168235,0.857137366,-1.43341822,0.08566758,-0.743418695,0.748066213,-0.671011549
-2.769447747,-1.124619757,-0.609961717,0.723696303,0.192466132,0.340984343,-0.320219442,0.73027195,-0.908185029,-0.425557118
0.392866468,1.783746484,1.740745574,0.121201538,-0.061198762,0.921904757,-0.638499387,-0.204559001,-0.58046453,1.269422683
-0.452937456,-1.659027475,0.985555744,-0.974550858,1.195062396,0.744730642,-1.80673851,0.762206582,0.03171408,-0.673696832
-0.748875664,-0.997688403,2.091310307,0.092350092,0.420286597,0.970990186,-0.249779077,0.726581675,-1.722246452,1.235730451
-0.154798272,0.331351657,0.572875933,0.016561899,-0.286813702,-0.557171234,0.179235258,-0.221618848,-0.321990683,1.193502612
